% Model:              steadyNS+顶盖驱动流.mph
% Version:            COMSOL 5.6.0.341
% Date:               Sep 15 2022, 21:10
% Dimension:          2
% Nodes:              2601
% Expressions:        3
% Description:        速度场，x 分量, 速度场，y 分量, 压力
% Length unit:        null
% x                       y                        u                        v                        p
0                         0                        0                        0                        0
0.02000000000001001       0                        0                        0                        2.0214993478543057E-5
0                         0.02                     0                        0                        -2.0391879742839997E-5
0.020000000000009812      0.0200000000000002       4.415423102747144E-4     -4.416502567366063E-4    7.369882429755798E-8
0                         0.04                     0                        0                        -2.2452017271729648E-5
0.02000000000000961       0.04000000000000019      6.947004666469024E-4     -0.001426307534135225    7.648685500057592E-6
0.040000000000009805      0                        0                        0                        2.1766263195148504E-5
0.040000000000009604      0.0200000000000004       0.0014179382482009382    -6.845251888379432E-4    -7.7095597824073E-6
0                         0.06                     0                        0                        4.7329239608186184E-5
0.020000000000009416      0.06000000000000019      6.717430240391842E-4     -0.0025875554332231406   7.730949511248519E-5
0.0600000000000096        0                        0                        0                        -4.638532758057261E-5
0.06000000000000941       0.0200000000000006       0.002552329496568826     -6.459127805267622E-4    -7.703975155514798E-5
0                         0.07999999999999999      0                        0                        1.976875074811587E-4
0.02000000000000921       0.08000000000000018      4.5336680196268617E-4    -0.003520580992729746    2.1336600041615812E-4
0.0800000000000094        0                        0                        0                        -1.8534486567091241E-4
0.08000000000000923       0.020000000000000802     0.0034727923279757114    -4.4755096804629716E-4   -2.061116996208524E-4
0                         0.09999999999999998      0                        0                        4.237965804302731E-4
0.02000000000000901       0.10000000000000016      7.461203653638803E-5     -0.003909913319149344    4.144617842857239E-4
0.10000000000000919       0                        0                        0                        -3.809619726692501E-4
0.10000000000000904       0.020000000000001003     0.003977421877772378     -1.7968935445595788E-4   -3.8616575469257346E-4
0                         0.11999999999999997      0                        0                        7.156331190517767E-4
0.020000000000008806      0.12000000000000015      -4.514230344127457E-4    -0.0034831049300365455   6.723064397127267E-4
0.12000000000000899       0                        0                        0                        -6.20053728317024E-4
0.12000000000000881       0.020000000000001197     0.003987188432613379     1.0181573354726251E-4    -6.071400844810605E-4
0                         0.13999999999999996      0                        0                        0.0010548741744269244
0.020000000000008608      0.1400000000000001       -0.0011138645793931606   -0.001993889525438199    9.704075900965659E-4
0.14000000000000878       0                        0                        0                        -8.946008964358139E-4
0.14000000000000862       0.02000000000000141      0.0034930459280697805    3.7296897844786776E-4    -8.627456583631849E-4
