% Model:              steadyNS.mph
% Version:            COMSOL 5.6.0.341
% Date:               Mar 8 2022, 21:00
% Dimension:          2
% Nodes:              2601
% Expressions:        3
% Description:        速度场，x 分量, 速度场，y 分量, 压力
% Length unit:        null
% x                       y                        u                        v                        p
0                         0                        0                        0                        0.7051418008355086
0.02000000000001001       0                        0                        0                        0.7036354867684688
0                         0.019999999999999993     0                        0                        0.7066779294012162
0.020000000000009812      0.020000000000000195     -0.002362274855319521    0.002353816895609817     0.7051030714275022
0                         0.03999999999999999      0                        0                        0.7084973620287291
0.02000000000000961       0.040000000000000174     -0.004799109303061166    0.008734566400540579     0.7059512897426485
0.040000000000009805      0                        0                        0                        0.7019161592299932
0.04000000000000959       0.020000000000000392     -0.008364830251839444    0.004317721542725271     0.704051765985073
0                         0.05999999999999998      0                        0                        0.7071340251436127
0.020000000000009416      0.06000000000000016      -0.006256269549687939    0.01835994728065491      0.7037053264468688
0.0600000000000096        0                        0                        0                        0.7030367146744868
0.06000000000000941       0.02000000000000059      -0.01627542383206919     0.004674300470481937     0.7055503645601141
0                         0.07999999999999996      0                        0                        0.7008089708719845
0.02000000000000921       0.08000000000000015      -0.007001149653568326    0.029787411740986838     0.697059948184147
0.0800000000000094        0                        0                        0                        0.7075200047999709
0.08000000000000923       0.020000000000000795     -0.023862007270845503    0.003978643931307431     0.709769359050462
0                         0.09999999999999995      0                        0                        0.6880295554692557
0.02000000000000901       0.10000000000000013      -0.007172081905422921    0.04176979033697618      0.6845928232466656
0.10000000000000919       0                        0                        0                        0.7146495393829755
0.10000000000000904       0.020000000000000996     -0.029802620386921694    0.00280593972359804      0.7163011192388912
0                         0.11999999999999994      0                        0                        0.6660181201210666
0.020000000000008806      0.12000000000000012      -0.006536341236046669    0.05281936991520895      0.6641398113816458
0.12000000000000899       0                        0                        0                        0.7235113980401839
0.12000000000000881       0.0200000000000012       -0.033615407849426376    0.0015625071135661546    0.7244687901523508
0                         0.1399999999999999       0                        0                        0.6289864097818892
0.020000000000008608      0.14000000000000004      -0.003924412926026332    0.059791609897710235     0.6309286502607322
0.14000000000000878       0                        0                        0                        0.7332809309277334
0.14000000000000862       0.020000000000001402     -0.035374489253878996    4.7426991357233674E-4    0.7336002663573411
0                         0.1599999999999999       0                        0                        0.5284451965762098
0.02000000000000841       0.16000000000000006      0.008098988916695074     0.04406147996992715      0.575255756317866
0.16000000000000858       0                        0                        0                        0.7433186300113648
0.1600000000000084        0.0200000000000016       -0.035433467221907676    -3.674079611007677E-4    0.74312752749574
0                         0.17999999999999985      0                        0                        0.42320307915346567
0.02000000000000821       0.18000000000000002      0.13796032409020217      -0.04075200049144975     0.5304986028214677
0.18000000000000838       0                        0                        0                        0.7531767833990451
0.1800000000000082        0.020000000000001798     -0.03423545546730999     -9.52881637190145E-4     0.7526207813839695
0                         0.2                      0.5                      0                        0.5741783503489929
